"Type","au_id_k","title_id_k","au_ord_s","au_ord_t","royaltyper_s","royaltyper_t"
"In1","746-40-6189","GHAEXI","1","","92",""
"In1","746-82-6676","L5TA2V","3","","84",""
"In1","747-06-7587","CHOH5Z","2","","84",""
"In1","747-06-7587","NVM8XH","1","","93",""
"In1","749-28-8492","0RZBSF","2","","63",""
"In1","749-48-1185","3NNSJS","1","","99",""
"In1","751-21-3923","IP1BUW","2","","100",""
"In1","752-19-8870","LD15CI","1","","99",""
"In1","752-59-5391","TYMZYG","2","","43",""
"In1","752-59-5391","UA0DGP","1","","55",""
"In1","754-59-9862","3L07YK","2","","76",""
"In1","754-59-9862","5QO48U","2","","41",""
"In1","755-36-8631","1WFQJA","1","","64",""
"In1","755-77-0383","4P5J1D","2","","46",""
"In1","755-77-0383","PNN35V","1","","77",""
"In1","756-31-0125","E17W6V","1","","78",""
"In1","756-63-8854","MODP74","2","","64",""
"In1","756-63-8854","WSBTPO","1","","86",""
"In1","758-78-4392","MESPO4","1","","72",""
"In1","758-78-4392","ZUN4K9","1","","89",""
"In1","761-04-3351","5HL12F","1","","74",""
"In1","761-07-6728","FW7YC7","3","","95",""
"In1","761-15-3841","H1QHG1","1","","75",""
"In1","761-15-3841","OUR77","1","","43",""
"In1","762-11-7803","A78LNS","1","","90",""
"In1","762-11-7803","OPKJ4M","1","","97",""
"In1","763-81-4894","N2GY7E","1","","69",""
"In1","764-71-8286","T7SSKA","1","","56",""
"In1","764-97-2264","KKIHW9","1","","40",""
"In1","764-97-2264","SNI0KF","1","","99",""
"In1","765-83-8322","O5B7P9","1","","62",""
"In1","765-83-8322","WMM3E9","1","","48",""
"In1","766-17-7105","2G6RMM","2","","76",""
"In1","766-17-7105","DNAS6K","1","","59",""
"In1","769-88-2185","Z4N1ZE","2","","56",""
"In1","770-63-1127","EDLE8A","1","","48",""
"In1","770-63-1127","L3EM6J","1","","44",""
"In1","771-82-5558","8CYCOQ","1","","77",""
"In1","771-82-5558","CZXZPR","2","","98",""
"In1","773-11-1098","STVVC8","1","","62",""
"In1","774-08-1658","KIOITD","1","","60",""
"In1","774-61-2607","G647IM","2","","84",""
"In1","774-61-2607","OYYUON","1","","45",""
"In1","777-21-9362","INUC6Q","1","","52",""
"In1","777-21-9362","ZA6VF1","1","","48",""
"In1","778-11-6409","14EOTG","1","","51",""
"In1","778-11-6409","55MJ7A","1","","70",""
"In1","778-22-9213","LZ845A","1","","46",""
"In1","778-22-9213","SFTTH6","1","","62",""
"In1","779-06-4940","U4EKV6","2","","51",""
"In1","779-11-9807","C522ZQ","1","","58",""
"In1","779-11-9807","CXK032","1","","91",""
"In1","780-15-2595","OAG5GX","1","","55",""
"In1","780-29-7603","7XD9FP","1","","73",""
"In1","780-29-7603","JOO1BQ","1","","40",""
"In1","782-31-4725","MCWORS","1","","70",""
"In1","782-31-4725","PIJGYF","2","","79",""
"In1","783-08-2714","EVLLWN","1","","77",""
"In1","783-08-2714","UDBHN3","2","","52",""
"In1","783-39-4245","DKFWRP","1","","98",""
"In1","783-52-3050","T9J3VN","2","","43",""
"In1","783-52-3050","U1V58R","2","","85",""
"In1","783-53-5625","O5CJSJ","1","","98",""
"In1","784-76-2371","C5QV4Y","3","","84",""
"In1","784-76-2371","O67Y5","1","","75",""
"In1","785-35-5489","OHQB8Q","1","","44",""
"In1","785-35-5489","UKWM2A","1","","42",""
"In1","786-81-5473","DZVU5U","1","","56",""
"In1","786-81-5473","P3PRCJ","1","","90",""
"In1","788-27-5259","QMZRLN","1","","48",""
"In1","788-95-7306","R4J082","1","","87",""
"In1","788-95-7306","SOBCAY","2","","66",""
"In1","789-44-6140","EZDDI1","1","","76",""
"In1","789-44-6140","Z8S9L3","1","","73",""
"In1","789-86-5885","XY65Q","1","","44",""
"In1","790-14-8850","EZ2U17","1","","76",""
"In1","790-20-3081","YM8ZZI","2","","46",""
"In1","791-08-5274","8CYCOQ","1","","48",""
"In1","791-08-5274","NHEHGE","1","","54",""
"In1","792-51-4246","2MH4IP","1","","42",""
"In1","792-51-4246","TEM7ZN","1","","84",""
"In1","793-43-0123","KJVVP5","2","","87",""
"In1","793-43-0123","YAUNW8","2","","91",""
"In1","793-55-5487","7M890A","2","","74",""
"In1","794-83-2949","B8HQMY","1","","53",""
"In1","794-83-2949","QE61CF","1","","92",""
"In1","795-26-2851","90PXSU","1","","82",""
"In1","795-26-2851","GAKP5Q","2","","87",""
"In1","796-05-1312","EBQ5L0","1","","100",""
"In1","798-08-8722","X00AC2","1","","99",""
"In1","798-19-5590","NC6P3V","2","","88",""
"In1","798-72-8146","3FZK1U","2","","41",""
"In1","798-72-8146","ZWZQMA","1","","77",""
"In1","800-93-8287","HD3HEX","1","","72",""
"In1","800-93-8287","LZ845A","1","","92",""
"In1","801-56-5925","GLA5A5","1","","50",""
"In1","801-97-3390","CXHM65","1","","98",""
"In1","801-97-3390","Z8S9L3","1","","43",""
"In1","803-62-6221","GVKSWC","1","","97",""
"In1","803-62-6221","IZ14Y5","1","","84",""
"In1","803-97-1368","6ZGMO","1","","60",""
"In1","804-02-4753","IATI77","2","","63",""
"In1","804-02-4753","MP9GRF","1","","88",""
"In1","804-25-9793","V9S3SF","1","","60",""
"In1","804-80-6774","LPCCCM","1","","98",""
"In1","805-65-3090","4H29MQ","2","","47",""
"In1","806-68-3198","67HN9F","2","","70",""
"In1","806-68-3198","HLQMYW","2","","48",""
"In1","807-19-8081","TN7Y9F","1","","89",""
"In1","807-68-2938","1ZRUOF","2","","94",""
"In1","807-79-2613","KL7NW","1","","57",""
"In1","808-50-3963","AY0BS6","1","","70",""
"In1","808-50-3963","QTAA9W","2","","64",""
"In1","809-31-7470","DZQ40Y","1","","92",""
"In1","812-29-6757","09HLHU","1","","75",""
"In1","812-29-6757","YN4VQY","1","","97",""
"In1","813-32-3444","H2NI0H","1","","42",""
"In1","813-32-3444","ZG1372","2","","40",""
"In1","815-13-6413","O5B7P9","1","","75",""
"In1","815-13-6413","OHQB8Q","1","","90",""
"In1","815-66-1772","0E5DAO","2","","78",""
"In1","815-84-1612","9MXPJ3","1","","62",""
"In1","821-03-6413","1XTYJO","1","","40",""
"In1","821-03-6413","4KU7VO","2","","54",""
"In1","822-27-9786","B8HQMY","1","","76",""
"In1","822-27-9786","PNN35V","1","","41",""
"In1","822-68-0709","HZ4IQX","2","","68",""
"In1","822-68-0709","KQ111D","1","","<NULL>",""
"In1","823-82-4250","TQDBQU","1","","59",""
"In1","823-82-4250","Y947WJ","1","","47",""
"In1","827-11-1157","BUORU3","1","","69",""
"In1","827-11-1157","KAS6UD","1","","68",""
"In1","830-49-6002","QL4LAD","1","","94",""
"In1","830-70-2466","S4XLJO","2","","54",""
"In1","831-24-2905","H27EWE","3","","43",""
"In1","832-53-6373","W8CP0Y","2","","92",""
"In1","834-53-6093","624D1W","1","","68",""
"In1","834-53-9676","3I5S9N","1","","69",""
"In1","835-38-7265","7FCQ2","1","","53",""
"In1","835-92-0746","XZCZWI","1","","42",""
"In1","835-98-9930","1JBY84","3","","51",""
"In1","836-82-4668","DLUTFJ","1","","43",""
"In1","837-95-3437","A2D8H2","1","","44",""
"In1","839-58-6888","JCIDCA","1","","86",""
"In1","839-58-6888","NINUEH","1","","98",""
"In1","839-66-8694","N73AHA","1","","99",""
"In1","839-66-8694","U2WDUQ","1","","98",""
"In1","840-45-3652","KEI6X2","1","","87",""
"In1","841-15-4992","EJ0NJZ","1","","78",""
"In1","841-25-4514","3196I","1","","40",""
"In1","841-25-4514","9BTOQX","1","","71",""
"In1","843-84-1379","39PWGU","1","","42",""
"In1","843-84-1379","DK23Z2","2","","98",""
"In1","844-47-1743","VRCVGC","1","","83",""
"In1","845-49-2679","963IB4","1","","85",""
"In1","845-49-2679","H2NI0H","1","","85",""
"In1","847-01-7025","KQ111D","1","","85",""
"In1","847-01-7025","VNQW6I","1","","46",""
"In1","847-32-7713","IY7T5L","1","","65",""
"In1","849-56-6228","JK2B7O","2","","44",""
"In1","849-56-6228","RNXXLE","1","","88",""
"In1","850-62-8681","C661VL","3","","76",""
"In1","850-62-8681","NINUEH","1","","73",""
"In1","851-53-9316","EYIHUT","2","","95",""
"In1","851-53-9316","G6U09R","1","","67",""
"In1","851-62-9087","WF15SR","1","","99",""
"In1","852-81-0205","FGSCWQ","1","","47",""
"In1","852-81-0205","WT2HPO","2","","81",""
"In1","854-15-1305","KJIOD5","3","","71",""
"In1","854-15-1305","RK5DDL","1","","72",""
"In1","854-96-1039","K3HSRO","1","","60",""
"In1","854-96-1039","VH26R2","1","","62",""
"In1","855-41-5558","XBL8FC","1","","57",""
"In1","858-04-1916","HXERPQ","1","","63",""
"In1","858-04-1916","RL3B5H","2","","89",""
"In1","858-17-6193","EL7M07","2","","75",""
"In1","860-02-0908","CUB1EM","3","","41",""
"In1","860-02-0908","NJ2OFD","1","","46",""
"In1","860-04-3171","MU5UG6","1","","43",""
"In1","861-75-8013","1OYUPM","1","","44",""
"In1","861-75-8013","M3DZXZ","2","","60",""
"In1","862-89-7926","JCIDCA","1","","71",""
"In1","862-89-7926","PGAA7R","1","","40",""
"In1","863-73-4400","DBJY85","1","","68",""
"In1","864-92-8502","22GO7N","2","","84",""
"In1","868-80-7355","14EOTG","1","","70",""
"In1","868-80-7355","UHSUZ7","1","","100",""
"In1","869-01-2785","AVD913","1","","71",""
"In1","869-39-1007","VUG6Z2","2","","91",""
"In1","869-39-1007","ZG1372","2","","56",""
"In1","871-28-1087","0PM32D","1","","40",""
"In1","872-32-2096","2E4MQG","1","","63",""
"In1","872-32-2096","HGVZ8R","1","","78",""
"In1","872-36-3993","JVFYX5","1","","64",""
"In1","872-36-3993","OLS2PL","2","","81",""
"In1","874-15-2256","WRVCOK","2","","65",""
"In1","875-25-0651","JVFYX5","1","","68",""
"In1","875-25-0651","QVP75O","1","","<NULL>",""
"In1","876-96-8050","ZSP7MN","1","","82",""
"In1","877-23-8818","HJUMOR","1","","63",""
"In1","878-08-0463","8HPNDP","1","","48",""
"In1","878-08-0463","TKN79W","3","","72",""
"In1","881-55-3165","7XD9FP","1","","65",""
"In1","881-55-3165","ZAUJTV","3","","40",""
"In1","882-19-7812","OYUDVV","1","","85",""
"In1","882-76-0320","KC2LTA","2","","71",""
"In1","882-89-0941","8A9RDR","1","","87",""
"In1","883-11-9318","RNXXLE","1","","80",""
"In1","883-11-9318","SRK7QK","1","","69",""
"In1","883-56-9772","IN397D","1","","49",""
"In1","883-56-9772","JHN1GV","1","","61",""
"In1","883-71-7053","NU5RDD","2","","96",""
"In1","883-76-6739","6FMT9N","1","","98",""
"In1","883-76-6739","YD3B83","1","","54",""
"In1","884-09-4220","11L3FJ","2","","100",""
"In1","884-09-4220","VPG5BR","1","","71",""
"In1","886-75-9197","L2QA5A","2","","82",""
"In1","886-75-9197","RSJZOL","1","","66",""
"In1","888-20-3042","D3YFS","1","","87",""
"In1","888-20-3042","PE2K2N","1","","49",""
"In1","890-37-9203","DLPNQQ","1","","44",""
"In1","890-45-2727","UURR84","1","","65",""
"In1","892-36-2995","KU2PLW","2","","77",""
"In1","892-79-3877","TAHSRD","1","","72",""
"In1","895-94-0045","O0VKD1","3","","43",""
"In1","895-94-0045","VMWB5P","1","","42",""
"In1","897-00-5635","M1NWQ0","1","","68",""
"In1","897-00-5635","T977KF","1","","41",""
"In1","897-66-7981","6BMLCB","1","","96",""
"In1","897-83-7776","GO2F3X","2","","62",""
"In1","898-10-5042","5U8GNX","1","","91",""
"In1","898-39-7882","8HPNDP","1","","94",""
"In1","898-39-7882","O8N7A0","1","","50",""
"In1","900-07-1733","GG5XYU","1","","91",""
"In1","900-12-8837","E78KDO","1","","78",""
"In1","900-36-7606","SKL3JG","1","","96",""
"In1","901-10-6072","BTBOGR","1","","73",""
"In1","901-10-6072","G69PU7","1","","41",""
"In1","901-30-4075","FIH3VD","1","","93",""
"In1","901-30-4075","KRQOBE","1","","93",""
"In1","902-01-0644","A5BM69","2","","50",""
"In1","904-82-4475","ZKZ3PL","1","","74",""
"In1","905-19-5094","62OH41","1","","59",""
"In1","906-90-2840","EDWL1J","2","","91",""
"In1","906-90-2840","RS8Z13","2","","50",""
"In1","908-54-3048","XBWBPP","1","","65",""
"In1","910-51-6999","ON2LB4","1","","82",""
"In1","910-52-0099","RLKZYY","1","","96",""
"In1","910-52-0099","SBSLC4","2","","67",""
"In1","911-23-5435","T1SZP","3","","47",""
"In1","911-90-1790","XUB3AN","2","","93",""
"In1","911-90-1790","Y7U19V","1","","47",""
"In1","911-94-9470","HKO9AF","1","","90",""
"In1","912-91-1650","DU5KBB","1","","52",""
"In1","914-34-3278","RL3WIT","2","","59",""
"In1","914-76-1444","AXJQC6","1","","82",""
"In1","914-76-1444","PYX6FA","1","","65",""
"In1","916-14-1175","WWP1CA","1","","46",""
"In1","916-93-6342","6J86ZA","1","","40",""
"In1","918-30-6376","P6UCPQ","1","","67",""
"In1","918-38-2843","ZI6K9O","2","","55",""
"In1","920-15-7822","OYYUON","1","","85",""
"In1","920-15-7822","Z8JWEC","1","","93",""
"In1","920-44-2435","ZYSKI3","1","","41",""
"In1","921-78-5294","KZ1XDX","1","","87",""
"In1","923-95-1722","C6TNFT","1","","98",""
"In1","923-97-1510","HGVZ8R","1","","62",""
"In1","923-97-1510","ONP7Q0","3","","100",""
"In1","924-95-7810","7P6K8I","1","","57",""
"In1","924-95-7810","C64UWB","1","","70",""
"In1","928-24-4124","L7P728","1","","42",""
"In1","928-24-4124","VDPE32","1","","77",""
"In1","928-41-0940","M3UEH2","2","","100",""
"In1","928-41-0940","Y1RQV4","1","","43",""
"In1","929-32-9841","I4E8HX","1","","52",""
"In1","931-30-0760","HKZFRQ","1","","92",""
"In1","931-73-9626","HSUFJ7","2","","52",""
"In1","933-48-7728","50ULN7","2","","88",""
"In1","933-48-7728","TYMZYG","2","","79",""
"In1","934-10-3289","LEY8F7","1","","42",""
"In1","934-10-3289","PLRSWT","1","","62",""
"In1","934-30-1352","WG39V4","2","","100",""
"In1","934-40-0745","LH99DP","1","","42",""
"In1","934-40-0745","TSOX4T","1","","43",""
"In1","935-61-0028","EJJKD8","2","","42",""
"In1","937-31-1446","4BQU0V","1","","58",""
"In1","937-31-1446","FK3NZU","1","","44",""
"In1","938-16-1241","D9TMOX","1","","53",""
"In1","938-16-1241","F1R3IG","1","","97",""
"In1","939-56-8639","6MEQO6","1","","99",""
"In1","939-56-8639","QSYZ75","2","","89",""
"In1","940-01-3048","53M09K","2","","96",""
"In1","940-05-3547","3HKS5H","1","","43",""
"In1","940-05-3547","PGAA7R","1","","71",""
"In1","941-82-0779","N73AHA","1","","58",""
"In1","941-82-0779","VCG59","2","","46",""
"In1","944-42-5925","6MEQO6","1","","93",""
"In1","944-42-5925","J93CWO","1","","77",""
"In1","944-95-1816","GAKP5Q","2","","76",""
"In1","944-95-1816","M3DZXZ","2","","66",""
"In1","946-05-1328","CUB1EM","3","","56",""
"In1","946-05-1328","ZHTH0U","1","","91",""
"In1","948-15-8197","ESGPT6","2","","51",""
"In1","950-28-7917","CDCG0V","1","","100",""
"In1","953-57-3446","YEG40X","1","","90",""
"In1","955-16-4210","1CDAS3","1","","80",""
"In1","955-16-4210","UHLB7P","2","","71",""
"In1","955-90-2791","4BQU0V","1","","53",""
"In1","955-90-2791","CS7XSR","2","","94",""
"In1","958-11-1429","IGJ4D0","1","","54",""
"In1","958-11-1429","L0GYCS","1","","70",""
"In1","959-14-7180","JUMGG7","1","","47",""
"In1","959-14-7180","ZWQQCK","2","","51",""
"In1","959-73-6815","0TS1AF","2","","84",""
"In1","959-73-6815","3FZK1U","2","","70",""
"In1","959-81-0257","5PDMPG","1","","87",""
"In1","959-81-0257","QSN3DY","2","","63",""
"In1","960-27-5231","1D5YD8","1","","72",""
"In1","960-27-5231","YZAILK","2","","86",""
"In1","961-74-1618","4HDJ62","1","","59",""
"In1","961-74-1618","RSPOQF","1","","81",""
"In1","964-17-3559","B54PR","2","","77",""
"In1","964-17-3559","N0AORK","2","","67",""
"In1","964-28-3993","1XTYJO","1","","85",""
"In1","964-28-3993","THY2BC","1","","53",""
"In1","964-67-8488","T8V4KB","3","","67",""
"In1","966-20-7473","D0OQP5","2","","69",""
"In1","967-35-1015","EECNM6","1","","74",""
"In1","967-35-1015","O0VKD1","3","","64",""
"In1","968-37-8950","CQ1AJ3","2","","63",""
"In1","970-48-5487","WVKQHF","2","","<NULL>",""
"In1","970-83-5730","O3QDDS","1","","69",""
"In1","971-68-3219","3H5VDK","2","","53",""
"In1","972-69-4030","WJP8FN","1","","50",""
"In1","974-48-9149","W6UXYW","1","","58",""
"In1","975-06-0011","V59J4M","1","","91",""
"In1","975-11-3378","4HDJ62","1","","87",""
"In1","975-11-3378","SWRZXF","2","","66",""
"In1","975-59-4709","DXTP0G","1","","66",""
"In1","975-82-6656","85I3BT","1","","58",""
"In1","975-82-6656","UDBHN3","2","","69",""
"In1","978-28-4691","AVQ0PX","2","","78",""
"In1","978-51-7372","1AR13I","1","","43",""
"In1","978-51-7372","EA19TH","1","","59",""
"In1","979-11-6846","H1QHG1","1","","68",""
"In1","979-11-6846","OH1FHA","3","","60",""
"In1","979-52-6650","J4974O","2","","67",""
"In1","979-52-6650","VH26R2","1","","79",""
"In1","981-57-6922","T5XPTK","1","","98",""
"In1","981-94-6955","H0A2YC","1","","44",""
"In1","982-59-0513","TKN79W","3","","87",""
"In1","982-59-0513","UKWM2A","1","","86",""
"In1","984-11-2324","YHRNZ3","2","","95",""
"In1","984-71-6608","XTXLCE","1","","91",""
"In1","984-89-8983","ZULOMI","1","","65",""
"In1","986-86-5250","VUWITJ","2","","64",""
"In1","987-22-2817","JLJLT3","1","","79",""
"In1","987-22-2817","P3VV4R","1","","96",""
"In1","989-31-3825","HGSAE2","1","","92",""
"In1","990-26-6974","080R19","2","","57",""
"In1","990-26-6974","XNPX5E","2","","99",""
"In1","990-64-0735","HEE4PD","1","","69",""
"In1","991-05-1443","D58I5M","1","","85",""
"In1","991-05-1443","RK5DDL","1","","45",""
"In1","991-94-7876","839TL7","2","","98",""
"In1","993-78-5423","6GE1NY","1","","91",""
"In1","993-90-9019","NHEHGE","1","","44",""
"In1","993-90-9019","POPJVU","2","","52",""
"In1","995-43-0966","0EEM08","2","","56",""
"In1","998-12-5347","YM7G76","2","","44",""
"In1","998-16-8105","2IPPBK","1","","53",""
"In1","998-16-8105","QUVETO","1","","<NULL>",""
"In1","998-96-0909","CMMUAP","1","","73",""
"In1","999-07-5161","UWHRDX","2","","83",""
"In1","999-34-2854","1LVG5K","1","","99",""
"In1","999-34-2854","Z6LHNX","1","","54",""
"In1","999-86-4867","YFZ7QP","1","","43",""
"In1","999-88-1684","FFCFXO","2","","97",""
